WBodyID,WaterBodyName,DataSource,StationID,StationName,Actual_StationID,Actual_Latitude,Actual_Longitude,DEP_WBID,SampleDate,ActivityDepth,DepthUnits,Parameter,Characteristic,Sample_Fraction,Result_Value,Result_Unit,QACode,Result_Comment,Original_Result_Value,Original_Result_Unit
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,6/24/2019 10:20:00 AM,0.3,m,Color_true_pcu,True Color,,100,PCU,,,100,PCU
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,6/24/2019 10:20:00 AM,0.3,m,Turb_ntu,Turbidity,,7.2,NTU,,,7.2,NTU
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,6/24/2019 10:20:00 AM,0.3,m,Zn_ugl,Zinc,Total,5,ug/l,U,Batch matrix spike recoveries for calcium are unavailable because of high analyte concentration in the QC sample.,5,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,6/24/2019 10:20:00 AM,0.3,m,TN_ugl,Nitrogen,,1234,ug/l,,Water Institute Calculated,,
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,TN_ugl,Nitrogen,,1373,ug/l,,Water Institute Calculated,,
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,24D_ugl,"2,4-Dichlorophenoxyacetic acid (2,4-D)",Total,0.3,ug/l,,J - second source check standards for some analytes were not available for analysis. MS accuracy for some analytes is not available due to high concentration of parameter in the spiked sample.,0.3,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Alk_CaCO3_mgl,"Alkalinity, Total (total hydroxide+carbonate+bicarbonate)",Total,214,mg/l CaCO3,,,214,mg/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Al_ugl,Aluminum,Total,49,ug/l,,,49,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Sb_ugl,Antimony,Total,0.17,ug/l,I,,0.17,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,As_ugl,Arsenic,Total,1.88,ug/l,,,1.88,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Ba_ugl,Barium,Total,18.7,ug/l,,,18.7,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,B_ugl,Boron,Total,76,ug/l,,,76,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Cd_ugl,Cadmium,Total,0.02,ug/l,U,,0.02,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Ca_mgl,Calcium,Total,84.3,mg/l,,,84.3,mg/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,C_organic_mgl,"Carbon, organic",Total,19,mg/l,,,19,mg/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Cl_mgl,Chloride,Total,71,mg/l,,,71,mg/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,ChlaC_ugl,"Chlorophyll a, corrected for pheophytin",Total,23,ug/l,A,,23,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Chla_ugl,"Chlorophyll a, uncorrected for pheophytin",Total,26,ug/l,A,,26,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Cr_ugl,Chromium,Total,0.61,ug/l,I,,0.61,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Cu_ugl,Copper,Total,0.4,ug/l,U,,0.4,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,TDS_mgl,Dissolved Solids,Total,409,mg/l,A,,409,mg/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Diuron_ugl,Diuron,Total,0.002,ug/l,U,J - second source check standards for some analytes were not available for analysis. MS accuracy for some analytes is not available due to high concentration of parameter in the spiked sample.,0.002,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Endothall_ugl,Endothall,Total,0.25,ug/l,U,,0.25,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Ecoli_100ml,Escherichia coli,Total,261,cfu/100ml,,,261,MPN/100 mL
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,F_mgl,Fluorides,Total,0.19,mg/l,,,0.19,mg/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Glyphosate_ugl,Glyphosate (Roundup),Total,0.6,ug/l,,,0.6,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Fe_ugl,Iron,Total,1050,ug/l,,,1050,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Pb_ugl,Lead,Total,0.2,ug/l,U,,0.2,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Linuron_ugl,Linuron,Total,0.004,ug/l,U,J - second source check standards for some analytes were not available for analysis. MS accuracy for some analytes is not available due to high concentration of parameter in the spiked sample.,0.004,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Mg_mgl,Magnesium,Total,6.32,mg/l,,,6.32,mg/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,MCPP_ugl,Mecoprop (MCPP),Total,0.0028,ug/l,I,J - second source check standards for some analytes were not available for analysis. MS accuracy for some analytes is not available due to high concentration of parameter in the spiked sample.,0.0028,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Ni_ugl,Nickel,Total,0.54,ug/l,I,,0.54,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,NH3_N_ugl,"Nitrogen, ammonia as N",Total,110,ug/l,,,0.11,mg/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,TKN_ugl,"Nitrogen, Kjeldahl",Total,1300,ug/l,,Batch matrix spike recoveries are unavailable because of high analyte concentration in the QC sample.,1.3,mg/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,NOx_ugl,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",Total,73,ug/l,,,0.073,mg/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Pheo_ugl,Pheophytin-a,Total,3.1,ug/l,A,,3.1,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,TP_ugl,Phosphorus as P,Total,86,ug/l,,,0.086,mg/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,OP_mgl,"Phosphorus, phosphate (PO4) as P",Dissolved,0.036,mg/l,,,0.036,mg/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,K_mgl,Potassium,Total,4.2,mg/l,,,4.2,mg/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Se_ugl,Selenium,Total,0.2,ug/l,U,,0.2,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Ag_ugl,Silver,Total,0.01,ug/l,U,,0.01,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Na_mgl,Sodium,Total,53.7,mg/l,,,53.7,mg/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Sucralose_ug/l,Sucralose,Total,0.37,ug/l,,,0.37,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,SO4_mgl,"Sulfur, sulfate (SO4) as SO4",Total,23,mg/l,,,23,mg/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Tl_ugl,Thallium,Total,0.1,ug/l,U,,0.1,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,TSS_mgl,Total Suspended Solids (TSS),Total,6,mg/l,IA,Batch relative percent difference is unavailable because of low analyte concentration in the QC sample.,6,mg/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Color_true_pcu,True Color,,110,PCU,,,110,PCU
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Turb_ntu,Turbidity,,6.2,NTU,,,6.2,NTU
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Zn_ugl,Zinc,Total,5,ug/l,U,,5,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,DO_mgl,Dissolved oxygen (DO),,5.39,mg/l,,,5.39,mg/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,DO_percent,Dissolved oxygen saturation,,71.4,percent (%),,,71.4,%
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,pH,pH,,7.42,None,,,7.42,None
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Salinity_ppt,Salinity,,0.32,ppt,,,0.32,ppth
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Salinity_PSS,Salinity,,0.32,PSS,,,0.32,ppth
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Secchi_ft,Secchi disk depth,,0.65616,ft,S,,0.2,m
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,Cond_umhocm,Specific conductance,,668,umho,,,668,umho/cm
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,TempW_C,"Temperature, water",,30.05,deg C,,,30.05,deg C
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,7/15/2019 11:00:00 AM,0.1,m,TempW_F,"Temperature, water",,86.09,deg F,,,30.05,deg C
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,24D_ugl,"2,4-Dichlorophenoxyacetic acid (2,4-D)",Total,0.002,ug/l,U,J - second source check standards for some analytes were not available for analysis. MS accuracy for some analytes could not be assessed due to high concentration of parameter in the spiked sample.,0.002,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,Alk_CaCO3_mgl,"Alkalinity, Total (total hydroxide+carbonate+bicarbonate)",Total,261,mg/l CaCO3,,,261,mg/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,Al_ugl,Aluminum,Total,30,ug/l,,,30,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,Sb_ugl,Antimony,Total,0.27,ug/l,,,0.27,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,As_ugl,Arsenic,Total,1.92,ug/l,,,1.92,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,Ba_ugl,Barium,Total,17.7,ug/l,,,17.7,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,B_ugl,Boron,Total,87.6,ug/l,,,87.6,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,Cd_ugl,Cadmium,Total,0.02,ug/l,U,,0.02,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,Ca_mgl,Calcium,Total,99.6,mg/l,,,99.6,mg/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,C_organic_mgl,"Carbon, organic",Total,17,mg/l,,,17,mg/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,Cl_mgl,Chloride,Total,77,mg/l,,,77,mg/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,ChlaC_ugl,"Chlorophyll a, corrected for pheophytin",Total,36,ug/l,,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,36,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,Chla_ugl,"Chlorophyll a, uncorrected for pheophytin",Total,37,ug/l,,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,37,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,Cr_ugl,Chromium,Total,0.4,ug/l,U,,0.4,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,Cu_ugl,Copper,Total,0.4,ug/l,U,,0.4,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,TDS_mgl,Dissolved Solids,Total,457,mg/l,,,457,mg/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,Diuron_ugl,Diuron,Total,0.002,ug/l,U,J - second source check standards for some analytes were not available for analysis. MS accuracy for some analytes could not be assessed due to high concentration of parameter in the spiked sample.,0.002,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,Endothall_ugl,Endothall,Total,0.25,ug/l,U,,0.25,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,Ecoli_100ml,Escherichia coli,Total,73.3,cfu/100ml,,,73.3,MPN/100 mL
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,F_mgl,Fluorides,Total,0.22,mg/l,,,0.22,mg/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,Glyphosate_ugl,Glyphosate (Roundup),Total,0.1,ug/l,U,,0.1,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,Fe_ugl,Iron,Total,560,ug/l,,,560,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,Pb_ugl,Lead,Total,0.2,ug/l,U,,0.2,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,Linuron_ugl,Linuron,Total,0.004,ug/l,U,J - second source check standards for some analytes were not available for analysis. MS accuracy for some analytes could not be assessed due to high concentration of parameter in the spiked sample.,0.004,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,Mg_mgl,Magnesium,Total,7.36,mg/l,,,7.36,mg/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,MCPP_ugl,Mecoprop (MCPP),Total,0.002,ug/l,U,J - second source check standards for some analytes were not available for analysis. MS accuracy for some analytes could not be assessed due to high concentration of parameter in the spiked sample.,0.002,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,Ni_ugl,Nickel,Total,0.67,ug/l,I,,0.67,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,NH3_N_ugl,"Nitrogen, ammonia as N",Total,7,ug/l,,,0.007,mg/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,TKN_ugl,"Nitrogen, Kjeldahl",Total,1000,ug/l,,,1,mg/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,NOx_ugl,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",Total,29,ug/l,,,0.029,mg/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,Pheo_ugl,Pheophytin-a,Total,2.2,ug/l,U,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,2.2,ug/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,TP_ugl,Phosphorus as P,Total,82,ug/l,,,0.082,mg/L
2003889,Okaloacoochee Branch,WIN_21FLFTM,G3SD0099, OKALOACOOCHEE BRANCH @ EUCALYPTUS,G3SD0099,26.75602,-81.39836,3235O,10-02-2019 10:25,0.1,m,OP_mgl,"Phosphorus, phosphate (PO4) as P",Dissolved,0.028,mg/l,,,0.028,mg/L
